window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max
12H,seasonal,mannwhitney,var_3,2,2025-01-05 00:00:00,2025-01-05 12:00:00,0 days 12:00:00,0.5724088361072585
12H,seasonal,mannwhitney,var_3,3,2025-01-08 00:00:00,2025-01-08 12:00:00,0 days 12:00:00,0.5739019879796579
12H,seasonal,mannwhitney,var_3,4,2025-01-09 12:00:00,2025-01-10 00:00:00,0 days 12:00:00,0.5996070272769302
12H,seasonal,mannwhitney,var_3,5,2025-01-10 12:00:00,2025-01-11 12:00:00,1 days 00:00:00,0.6489366620434581
12H,seasonal,mannwhitney,var_3,6,2025-01-13 00:00:00,2025-01-13 12:00:00,0 days 12:00:00,0.6601479426722145
12H,seasonal,mannwhitney,var_3,7,2025-01-14 00:00:00,2025-01-14 12:00:00,0 days 12:00:00,0.6763060564031438
12H,seasonal,mannwhitney,var_4,1,2025-01-06 12:00:00,2025-01-07 00:00:00,0 days 12:00:00,0.5646179198363664
12H,seasonal,mannwhitney,var_4,2,2025-01-07 12:00:00,2025-01-08 00:00:00,0 days 12:00:00,0.5647711511789182
12H,seasonal,mannwhitney,var_4,3,2025-01-08 12:00:00,2025-01-09 00:00:00,0 days 12:00:00,0.7026352288488211
12H,seasonal,mannwhitney,var_4,4,2025-01-10 00:00:00,2025-01-10 12:00:00,0 days 12:00:00,0.6326629680998613
12H,seasonal,mannwhitney,var_5,1,2025-01-07 12:00:00,2025-01-08 12:00:00,1 days 00:00:00,0.6382570503929728
12H,seasonal,mannwhitney,var_5,2,2025-01-10 00:00:00,2025-01-11 12:00:00,1 days 12:00:00,0.8153259361997226
12H,seasonal,mannwhitney,var_5,3,2025-01-14 12:00:00,2025-01-15 12:00:00,1 days 00:00:00,0.6568770226537217
12H,seasonal,mannwhitney,var_6,1,2025-01-07 12:00:00,2025-01-08 00:00:00,0 days 12:00:00,0.605802126675913
12H,seasonal,mannwhitney,var_6,2,2025-01-10 00:00:00,2025-01-10 12:00:00,0 days 12:00:00,0.5690707350901526
12H,seasonal,mannwhitney,var_7,1,2025-01-09 12:00:00,2025-01-10 12:00:00,1 days 00:00:00,0.5933425797503468
12H,seasonal,mannwhitney,var_7,2,2025-01-11 00:00:00,2025-01-11 12:00:00,0 days 12:00:00,0.5932732316227461
12H,seasonal,mannwhitney,var_7,3,2025-01-12 00:00:00,2025-01-13 00:00:00,1 days 00:00:00,0.6572815533980583
12H,seasonal,mannwhitney,var_8,1,2025-01-10 00:00:00,2025-01-11 00:00:00,1 days 00:00:00,0.5881414701803052
12H,seasonal,mannwhitney,var_8,2,2025-01-12 00:00:00,2025-01-12 12:00:00,0 days 12:00:00,0.5972491909385114
12H,seasonal,mannwhitney,var_8,3,2025-01-13 00:00:00,2025-01-13 12:00:00,0 days 12:00:00,0.6172676837725382
12H,seasonal,mannwhitney,var_9,1,2025-01-04 00:00:00,2025-01-04 12:00:00,0 days 12:00:00,0.5702734114141881
12H,seasonal,mannwhitney,var_9,2,2025-01-06 00:00:00,2025-01-06 12:00:00,0 days 12:00:00,0.5928573354908306
12H,seasonal,mannwhitney,var_9,3,2025-01-07 00:00:00,2025-01-08 00:00:00,1 days 00:00:00,0.7365002311604253
12H,seasonal,mannwhitney,var_9,4,2025-01-08 12:00:00,2025-01-09 00:00:00,0 days 12:00:00,0.7287101248266297
12H,seasonal,psi,var_1,1,2025-01-08 00:00:00,2025-01-09 12:00:00,1 days 12:00:00,0.5015194100594211
12H,seasonal,psi,var_1,2,2025-01-12 12:00:00,2025-01-20 12:00:00,8 days 00:00:00,inf
12H,seasonal,psi,var_10,1,2025-01-06 12:00:00,2025-01-20 12:00:00,14 days 00:00:00,inf
12H,seasonal,psi,var_2,1,2025-01-08 00:00:00,2025-01-08 12:00:00,0 days 12:00:00,0.34666318462390516
12H,seasonal,psi,var_2,2,2025-01-11 00:00:00,2025-01-13 00:00:00,2 days 00:00:00,1.1760197033426674
12H,seasonal,psi,var_2,3,2025-01-13 12:00:00,2025-01-14 00:00:00,0 days 12:00:00,0.22302306836427632
12H,seasonal,psi,var_2,4,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,inf
12H,seasonal,psi,var_3,1,2025-01-07 12:00:00,2025-01-12 00:00:00,4 days 12:00:00,0.5043939267023527
12H,seasonal,psi,var_3,2,2025-01-12 12:00:00,2025-01-14 12:00:00,2 days 00:00:00,0.5383558616992798
12H,seasonal,psi,var_3,3,2025-01-15 12:00:00,2025-01-20 12:00:00,5 days 00:00:00,inf
12H,seasonal,psi,var_4,1,2025-01-07 12:00:00,2025-01-10 12:00:00,3 days 00:00:00,1.804753321569959
12H,seasonal,psi,var_4,2,2025-01-11 00:00:00,2025-01-20 12:00:00,9 days 12:00:00,inf
12H,seasonal,psi,var_5,1,2025-01-07 12:00:00,2025-01-08 00:00:00,0 days 12:00:00,0.35255387577870073
12H,seasonal,psi,var_5,2,2025-01-08 12:00:00,2025-01-09 00:00:00,0 days 12:00:00,0.29300576993172806
12H,seasonal,psi,var_5,3,2025-01-09 12:00:00,2025-01-11 12:00:00,2 days 00:00:00,1.3350153482911298
12H,seasonal,psi,var_5,4,2025-01-12 12:00:00,2025-01-13 00:00:00,0 days 12:00:00,0.23117105214717704
12H,seasonal,psi,var_5,5,2025-01-13 12:00:00,2025-01-14 00:00:00,0 days 12:00:00,0.4198408189546783
12H,seasonal,psi,var_5,6,2025-01-14 12:00:00,2025-01-15 00:00:00,0 days 12:00:00,0.3702377790049588
12H,seasonal,psi,var_5,7,2025-01-15 12:00:00,2025-01-20 12:00:00,5 days 00:00:00,inf
12H,seasonal,psi,var_6,1,2025-01-07 12:00:00,2025-01-08 12:00:00,1 days 00:00:00,0.5669866585359563
12H,seasonal,psi,var_6,2,2025-01-09 12:00:00,2025-01-10 12:00:00,1 days 00:00:00,0.42107231571534204
12H,seasonal,psi,var_6,3,2025-01-11 00:00:00,2025-01-20 12:00:00,9 days 12:00:00,inf
12H,seasonal,psi,var_7,1,2025-01-02 12:00:00,2025-01-09 12:00:00,7 days 00:00:00,4.866281360772369
12H,seasonal,psi,var_7,2,2025-01-10 00:00:00,2025-01-10 12:00:00,0 days 12:00:00,0.20973156189710954
12H,seasonal,psi,var_7,3,2025-01-11 00:00:00,2025-01-11 12:00:00,0 days 12:00:00,0.2178149517757964
12H,seasonal,psi,var_7,4,2025-01-12 00:00:00,2025-01-12 12:00:00,0 days 12:00:00,0.30703864912565015
12H,seasonal,psi,var_7,5,2025-01-13 00:00:00,2025-01-20 12:00:00,7 days 12:00:00,inf
12H,seasonal,psi,var_8,1,2025-01-07 12:00:00,2025-01-09 12:00:00,2 days 00:00:00,0.8635747073684037
12H,seasonal,psi,var_8,2,2025-01-10 00:00:00,2025-01-11 00:00:00,1 days 00:00:00,0.7587182955832039
12H,seasonal,psi,var_8,3,2025-01-11 12:00:00,2025-01-15 00:00:00,3 days 12:00:00,0.8984629407625486
12H,seasonal,psi,var_8,4,2025-01-15 12:00:00,2025-01-20 12:00:00,5 days 00:00:00,inf
12H,seasonal,psi,var_9,1,2025-01-07 12:00:00,2025-01-09 12:00:00,2 days 00:00:00,0.9795652237644876
12H,seasonal,psi,var_9,2,2025-01-10 12:00:00,2025-01-11 00:00:00,0 days 12:00:00,0.2906866541985439
12H,seasonal,psi,var_9,3,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,inf
12H,seasonal,wasserstein,var_1,1,2025-01-09 00:00:00,2025-01-09 12:00:00,0 days 12:00:00,0.3560826870644428
12H,seasonal,wasserstein,var_1,2,2025-01-12 12:00:00,2025-01-13 00:00:00,0 days 12:00:00,0.20358321369630233
12H,seasonal,wasserstein,var_1,3,2025-01-13 12:00:00,2025-01-20 12:00:00,7 days 00:00:00,3.6123784960614764
12H,seasonal,wasserstein,var_10,1,2025-01-06 12:00:00,2025-01-20 12:00:00,14 days 00:00:00,4.807215918289145
12H,seasonal,wasserstein,var_2,1,2025-01-10 00:00:00,2025-01-10 12:00:00,0 days 12:00:00,0.17167990808674094
12H,seasonal,wasserstein,var_2,2,2025-01-11 00:00:00,2025-01-11 12:00:00,0 days 12:00:00,0.34217652116048425
12H,seasonal,wasserstein,var_2,3,2025-01-12 00:00:00,2025-01-13 00:00:00,1 days 00:00:00,0.5214989640299814
12H,seasonal,wasserstein,var_2,4,2025-01-16 00:00:00,2025-01-20 12:00:00,4 days 12:00:00,2.6952989217352266
12H,seasonal,wasserstein,var_3,1,2025-01-10 12:00:00,2025-01-11 00:00:00,0 days 12:00:00,0.256338109731849
12H,seasonal,wasserstein,var_3,2,2025-01-12 12:00:00,2025-01-13 12:00:00,1 days 00:00:00,0.3179221429924232
12H,seasonal,wasserstein,var_3,3,2025-01-14 00:00:00,2025-01-14 12:00:00,0 days 12:00:00,0.31986458398432954
12H,seasonal,wasserstein,var_3,4,2025-01-15 12:00:00,2025-01-20 12:00:00,5 days 00:00:00,2.7909121507551307
12H,seasonal,wasserstein,var_4,1,2025-01-08 00:00:00,2025-01-09 00:00:00,1 days 00:00:00,0.5086967331326326
12H,seasonal,wasserstein,var_4,2,2025-01-10 00:00:00,2025-01-10 12:00:00,0 days 12:00:00,0.22611077385806377
12H,seasonal,wasserstein,var_4,3,2025-01-11 00:00:00,2025-01-20 12:00:00,9 days 12:00:00,6.698887273666895
12H,seasonal,wasserstein,var_5,1,2025-01-09 12:00:00,2025-01-11 12:00:00,2 days 00:00:00,0.5495525585564294
12H,seasonal,wasserstein,var_5,2,2025-01-12 12:00:00,2025-01-13 00:00:00,0 days 12:00:00,0.20333863709780353
12H,seasonal,wasserstein,var_5,3,2025-01-14 12:00:00,2025-01-15 00:00:00,0 days 12:00:00,0.2913973222606525
12H,seasonal,wasserstein,var_5,4,2025-01-15 12:00:00,2025-01-20 12:00:00,5 days 00:00:00,2.759500699476476
12H,seasonal,wasserstein,var_6,1,2025-01-08 00:00:00,2025-01-08 12:00:00,0 days 12:00:00,0.2731473485245749
12H,seasonal,wasserstein,var_6,2,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.765145102284202
12H,seasonal,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-06 12:00:00,4 days 00:00:00,0.9674990414675828
12H,seasonal,wasserstein,var_7,2,2025-01-07 12:00:00,2025-01-09 12:00:00,2 days 00:00:00,1.3469833936303084
12H,seasonal,wasserstein,var_7,3,2025-01-12 00:00:00,2025-01-20 12:00:00,8 days 12:00:00,3.236525095339653
12H,seasonal,wasserstein,var_8,1,2025-01-07 12:00:00,2025-01-09 00:00:00,1 days 12:00:00,0.4261083508674339
12H,seasonal,wasserstein,var_8,2,2025-01-11 12:00:00,2025-01-12 00:00:00,0 days 12:00:00,0.6945583798442099
12H,seasonal,wasserstein,var_8,3,2025-01-12 12:00:00,2025-01-13 00:00:00,0 days 12:00:00,0.29622280365799186
12H,seasonal,wasserstein,var_8,4,2025-01-13 12:00:00,2025-01-14 00:00:00,0 days 12:00:00,0.2860920423065637
12H,seasonal,wasserstein,var_8,5,2025-01-14 12:00:00,2025-01-15 00:00:00,0 days 12:00:00,0.3116730505778855
12H,seasonal,wasserstein,var_8,6,2025-01-15 12:00:00,2025-01-20 12:00:00,5 days 00:00:00,4.764371453490462
12H,seasonal,wasserstein,var_9,1,2025-01-07 12:00:00,2025-01-08 00:00:00,0 days 12:00:00,0.5167483416904033
12H,seasonal,wasserstein,var_9,2,2025-01-08 12:00:00,2025-01-09 00:00:00,0 days 12:00:00,0.4231029624468859
12H,seasonal,wasserstein,var_9,3,2025-01-11 12:00:00,2025-01-20 12:00:00,9 days 00:00:00,2.603831066901194
24H,decay,ks,var_1,1,2025-01-13 00:00:00,2025-01-20 00:00:00,7 days 00:00:00,0.9173860351832264
24H,decay,ks,var_10,1,2025-01-06 00:00:00,2025-01-20 00:00:00,14 days 00:00:00,0.9089412365257795
24H,decay,ks,var_2,1,2025-01-16 00:00:00,2025-01-20 00:00:00,4 days 00:00:00,0.944730686653945
24H,decay,ks,var_3,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,0.8834873899725291
24H,decay,ks,var_4,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,0.9637503779620198
24H,decay,ks,var_5,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,0.9428642432528616
24H,decay,ks,var_6,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,0.8690484762199672
24H,decay,ks,var_7,1,2025-01-02 00:00:00,2025-01-09 00:00:00,7 days 00:00:00,0.6164531325448029
24H,decay,ks,var_7,2,2025-01-13 00:00:00,2025-01-20 00:00:00,7 days 00:00:00,0.7990948833715588
24H,decay,ks,var_8,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,0.914599611004483
24H,decay,ks,var_9,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,0.8362709593002042
24H,decay,mannwhitney,var_10,1,2025-01-05 00:00:00,2025-01-06 00:00:00,1 days 00:00:00,0.5533418123900333
24H,decay,mannwhitney,var_3,1,2025-01-02 00:00:00,2025-01-03 00:00:00,1 days 00:00:00,0.5580577183630618
24H,decay,mannwhitney,var_3,2,2025-01-05 00:00:00,2025-01-06 00:00:00,1 days 00:00:00,0.5516509600627195
24H,decay,mannwhitney,var_5,1,2025-01-10 00:00:00,2025-01-11 00:00:00,1 days 00:00:00,0.569764428436704
24H,decay,mannwhitney,var_9,1,2025-01-04 00:00:00,2025-01-05 00:00:00,1 days 00:00:00,0.5535020219691728
24H,decay,mannwhitney,var_9,2,2025-01-06 00:00:00,2025-01-07 00:00:00,1 days 00:00:00,0.5702461559807898
24H,decay,psi,var_1,1,2025-01-13 00:00:00,2025-01-20 00:00:00,7 days 00:00:00,10.84055586202625
24H,decay,psi,var_10,1,2025-01-06 00:00:00,2025-01-20 00:00:00,14 days 00:00:00,11.699242170317904
24H,decay,psi,var_2,1,2025-01-16 00:00:00,2025-01-20 00:00:00,4 days 00:00:00,11.621915488500088
24H,decay,psi,var_3,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,11.357938269196266
24H,decay,psi,var_4,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,12.433724912775775
24H,decay,psi,var_5,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,11.698977149632526
24H,decay,psi,var_6,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,9.751144432987735
24H,decay,psi,var_7,1,2025-01-02 00:00:00,2025-01-09 00:00:00,7 days 00:00:00,2.7112147417131727
24H,decay,psi,var_7,2,2025-01-10 00:00:00,2025-01-11 00:00:00,1 days 00:00:00,0.20202335039233532
24H,decay,psi,var_7,3,2025-01-13 00:00:00,2025-01-20 00:00:00,7 days 00:00:00,8.388204158503044
24H,decay,psi,var_8,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,11.493277944888074
24H,decay,psi,var_9,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,10.191090258621045
24H,decay,wasserstein,var_1,1,2025-01-13 00:00:00,2025-01-20 00:00:00,7 days 00:00:00,2.529729413520931
24H,decay,wasserstein,var_10,1,2025-01-06 00:00:00,2025-01-20 00:00:00,14 days 00:00:00,3.7228976246713312
24H,decay,wasserstein,var_2,1,2025-01-16 00:00:00,2025-01-20 00:00:00,4 days 00:00:00,2.2899810757435275
24H,decay,wasserstein,var_3,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,2.1429001905453067
24H,decay,wasserstein,var_4,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,5.477607995273866
24H,decay,wasserstein,var_5,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,2.254414693923595
24H,decay,wasserstein,var_6,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,2.408877858518808
24H,decay,wasserstein,var_7,1,2025-01-02 00:00:00,2025-01-07 00:00:00,5 days 00:00:00,0.9337147721289834
24H,decay,wasserstein,var_7,2,2025-01-13 00:00:00,2025-01-20 00:00:00,7 days 00:00:00,1.6779692837566482
24H,decay,wasserstein,var_8,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,2.5510411792612797
24H,decay,wasserstein,var_9,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,2.1600769614341426
24H,golden,ks,var_1,1,2025-01-13 00:00:00,2025-01-17 00:00:00,4 days 00:00:00,0.5369853111265325
24H,golden,ks,var_1,2,2025-01-19 00:00:00,2025-01-20 00:00:00,1 days 00:00:00,0.5750138792505205
24H,golden,ks,var_10,1,2025-01-06 00:00:00,2025-01-15 00:00:00,9 days 00:00:00,0.6685941475826972
24H,golden,ks,var_10,2,2025-01-16 00:00:00,2025-01-20 00:00:00,4 days 00:00:00,0.44986872542216055
24H,golden,ks,var_2,1,2025-01-16 00:00:00,2025-01-19 00:00:00,3 days 00:00:00,0.6705829285218599
24H,golden,ks,var_3,1,2025-01-02 00:00:00,2025-01-03 00:00:00,1 days 00:00:00,0.15168864214665742
24H,golden,ks,var_3,2,2025-01-05 00:00:00,2025-01-06 00:00:00,1 days 00:00:00,0.15391279204256303
24H,golden,ks,var_3,3,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,0.4933269720101781
24H,golden,ks,var_4,1,2025-01-11 00:00:00,2025-01-20 00:00:00,9 days 00:00:00,0.7083154059680777
24H,golden,ks,var_5,1,2025-01-15 00:00:00,2025-01-18 00:00:00,3 days 00:00:00,0.8864197316678233
24H,golden,ks,var_6,1,2025-01-11 00:00:00,2025-01-14 00:00:00,3 days 00:00:00,0.6694216978949803
24H,golden,ks,var_6,2,2025-01-17 00:00:00,2025-01-20 00:00:00,3 days 00:00:00,0.6105684709692343
24H,golden,ks,var_7,1,2025-01-02 00:00:00,2025-01-06 00:00:00,4 days 00:00:00,0.5386901457321305
24H,golden,ks,var_7,2,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.3851677076104557
24H,golden,ks,var_7,3,2025-01-19 00:00:00,2025-01-20 00:00:00,1 days 00:00:00,0.3669558177191765
24H,golden,ks,var_8,1,2025-01-10 00:00:00,2025-01-11 00:00:00,1 days 00:00:00,0.17474092065695118
24H,golden,ks,var_8,2,2025-01-12 00:00:00,2025-01-13 00:00:00,1 days 00:00:00,0.19064943326393707
24H,golden,ks,var_8,3,2025-01-15 00:00:00,2025-01-17 00:00:00,2 days 00:00:00,0.4884229701596114
24H,golden,ks,var_8,4,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,0.5265411751098774
24H,golden,ks,var_9,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,0.3044037705297247
24H,golden,ks,var_9,2,2025-01-17 00:00:00,2025-01-20 00:00:00,3 days 00:00:00,0.349235484617164
24H,golden,mannwhitney,var_1,1,2025-01-04 00:00:00,2025-01-06 00:00:00,2 days 00:00:00,0.5648941707147814
24H,golden,mannwhitney,var_1,2,2025-01-07 00:00:00,2025-01-08 00:00:00,1 days 00:00:00,0.574001850566736
24H,golden,mannwhitney,var_1,3,2025-01-09 00:00:00,2025-01-10 00:00:00,1 days 00:00:00,0.5653926671293084
24H,golden,mannwhitney,var_1,4,2025-01-12 00:00:00,2025-01-13 00:00:00,1 days 00:00:00,0.5500572519083969
24H,golden,mannwhitney,var_3,1,2025-01-02 00:00:00,2025-01-03 00:00:00,1 days 00:00:00,0.5893043025676613
24H,golden,mannwhitney,var_3,2,2025-01-05 00:00:00,2025-01-06 00:00:00,1 days 00:00:00,0.5880083275503123
24H,golden,mannwhitney,var_3,3,2025-01-13 00:00:00,2025-01-14 00:00:00,1 days 00:00:00,0.5584952579227388
24H,golden,mannwhitney,var_4,1,2025-01-03 00:00:00,2025-01-05 00:00:00,2 days 00:00:00,0.5650375896368263
24H,golden,mannwhitney,var_5,1,2025-01-10 00:00:00,2025-01-11 00:00:00,1 days 00:00:00,0.5847854499190377
24H,golden,mannwhitney,var_8,1,2025-01-10 00:00:00,2025-01-13 00:00:00,3 days 00:00:00,0.6124369650705529
24H,golden,mannwhitney,var_9,1,2025-01-03 00:00:00,2025-01-05 00:00:00,2 days 00:00:00,0.55911982419616
24H,golden,psi,var_1,1,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,1.8476494652201172
24H,golden,psi,var_1,2,2025-01-19 00:00:00,2025-01-20 00:00:00,1 days 00:00:00,1.808645234115977
24H,golden,psi,var_10,1,2025-01-06 00:00:00,2025-01-15 00:00:00,9 days 00:00:00,4.839081368398968
24H,golden,psi,var_10,2,2025-01-16 00:00:00,2025-01-20 00:00:00,4 days 00:00:00,1.3087009216735024
24H,golden,psi,var_2,1,2025-01-16 00:00:00,2025-01-19 00:00:00,3 days 00:00:00,4.176330216662342
24H,golden,psi,var_3,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,1.6727198794720577
24H,golden,psi,var_4,1,2025-01-11 00:00:00,2025-01-15 00:00:00,4 days 00:00:00,3.8259086607822033
24H,golden,psi,var_4,2,2025-01-16 00:00:00,2025-01-17 00:00:00,1 days 00:00:00,4.245689126710948
24H,golden,psi,var_4,3,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,6.661906696315525
24H,golden,psi,var_5,1,2025-01-15 00:00:00,2025-01-18 00:00:00,3 days 00:00:00,7.063049182601627
24H,golden,psi,var_6,1,2025-01-11 00:00:00,2025-01-14 00:00:00,3 days 00:00:00,2.1845564662554517
24H,golden,psi,var_6,2,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,1.988138869019345
24H,golden,psi,var_7,1,2025-01-02 00:00:00,2025-01-07 00:00:00,5 days 00:00:00,2.17821894912843
24H,golden,psi,var_7,2,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.9973400683378852
24H,golden,psi,var_7,3,2025-01-19 00:00:00,2025-01-20 00:00:00,1 days 00:00:00,0.6495953589610122
24H,golden,psi,var_8,1,2025-01-15 00:00:00,2025-01-17 00:00:00,2 days 00:00:00,2.434172643582131
24H,golden,psi,var_8,2,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,1.9146582072845462
24H,golden,psi,var_9,1,2025-01-11 00:00:00,2025-01-14 00:00:00,3 days 00:00:00,0.548598152543748
24H,golden,psi,var_9,2,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,0.72169240596257
24H,golden,wasserstein,var_1,1,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.9140295847176376
24H,golden,wasserstein,var_1,2,2025-01-19 00:00:00,2025-01-20 00:00:00,1 days 00:00:00,0.8649941196816131
24H,golden,wasserstein,var_10,1,2025-01-06 00:00:00,2025-01-10 00:00:00,4 days 00:00:00,0.989657805708186
24H,golden,wasserstein,var_10,2,2025-01-12 00:00:00,2025-01-15 00:00:00,3 days 00:00:00,1.239660404140057
24H,golden,wasserstein,var_10,3,2025-01-16 00:00:00,2025-01-20 00:00:00,4 days 00:00:00,0.6007751885620713
24H,golden,wasserstein,var_2,1,2025-01-16 00:00:00,2025-01-18 00:00:00,2 days 00:00:00,1.2558952991060215
24H,golden,wasserstein,var_3,1,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,0.6782692803563303
24H,golden,wasserstein,var_4,1,2025-01-11 00:00:00,2025-01-14 00:00:00,3 days 00:00:00,1.2062607675583026
24H,golden,wasserstein,var_4,2,2025-01-15 00:00:00,2025-01-20 00:00:00,5 days 00:00:00,1.3454799592119528
24H,golden,wasserstein,var_5,1,2025-01-16 00:00:00,2025-01-17 00:00:00,1 days 00:00:00,1.9533845133517622
24H,golden,wasserstein,var_6,1,2025-01-11 00:00:00,2025-01-14 00:00:00,3 days 00:00:00,1.1354231550657028
24H,golden,wasserstein,var_6,2,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,0.868666868413112
24H,golden,wasserstein,var_7,1,2025-01-02 00:00:00,2025-01-05 00:00:00,3 days 00:00:00,0.834108225074129
24H,golden,wasserstein,var_7,2,2025-01-13 00:00:00,2025-01-16 00:00:00,3 days 00:00:00,0.5391780005559588
24H,golden,wasserstein,var_7,3,2025-01-19 00:00:00,2025-01-20 00:00:00,1 days 00:00:00,0.5233734366650129
24H,golden,wasserstein,var_8,1,2025-01-15 00:00:00,2025-01-17 00:00:00,2 days 00:00:00,0.70749147758737
24H,golden,wasserstein,var_8,2,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,0.8189371331191981
24H,golden,wasserstein,var_9,1,2025-01-11 00:00:00,2025-01-14 00:00:00,3 days 00:00:00,0.428616685938536
24H,golden,wasserstein,var_9,2,2025-01-18 00:00:00,2025-01-20 00:00:00,2 days 00:00:00,0.45969150524198354
24H,seasonal,ks,var_1,1,2025-01-08 00:00:00,2025-01-10 00:00:00,2 days 00:00:00,0.18635207032153597
24H,seasonal,ks,var_1,2,2025-01-12 00:00:00,2025-01-20 00:00:00,8 days 00:00:00,0.9986120749479528
24H,seasonal,ks,var_10,1,2025-01-06 00:00:00,2025-01-20 00:00:00,14 days 00:00:00,1.0
24H,seasonal,ks,var_2,1,2025-01-08 00:00:00,2025-01-10 00:00:00,2 days 00:00:00,0.2135438352995605
24H,seasonal,ks,var_2,2,2025-01-11 00:00:00,2025-01-13 00:00:00,2 days 00:00:00,0.46069858894286375
24H,seasonal,ks,var_2,3,2025-01-16 00:00:00,2025-01-20 00:00:00,4 days 00:00:00,0.9937543372657877
24H,seasonal,ks,var_3,1,2025-01-08 00:00:00,2025-01-11 00:00:00,3 days 00:00:00,0.30161924589405503
24H,seasonal,ks,var_3,2,2025-01-12 00:00:00,2025-01-20 00:00:00,8 days 00:00:00,1.0
24H,seasonal,ks,var_4,1,2025-01-07 00:00:00,2025-01-20 00:00:00,13 days 00:00:00,1.0
24H,seasonal,ks,var_5,1,2025-01-07 00:00:00,2025-01-11 00:00:00,4 days 00:00:00,0.5689104788341429
24H,seasonal,ks,var_5,2,2025-01-12 00:00:00,2025-01-20 00:00:00,8 days 00:00:00,0.9951422623178349
24H,seasonal,ks,var_6,1,2025-01-07 00:00:00,2025-01-08 00:00:00,1 days 00:00:00,0.2655563266250289
24H,seasonal,ks,var_6,2,2025-01-09 00:00:00,2025-01-20 00:00:00,11 days 00:00:00,0.9951422623178349
24H,seasonal,ks,var_7,1,2025-01-02 00:00:00,2025-01-10 00:00:00,8 days 00:00:00,0.7688642146657414
24H,seasonal,ks,var_7,2,2025-01-12 00:00:00,2025-01-20 00:00:00,8 days 00:00:00,0.9500346981263011
24H,seasonal,ks,var_8,1,2025-01-07 00:00:00,2025-01-20 00:00:00,13 days 00:00:00,1.0
24H,seasonal,ks,var_9,1,2025-01-07 00:00:00,2025-01-09 00:00:00,2 days 00:00:00,0.470205875549387
