window,strategy,metric,variable,episode_id,seg_start,seg_end,seg_length,stat_max,n_windows,matched_manual,auto_len_sec
6H,golden,psi,var_9,4,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.34656238158196195,1,True,21600.0
6H,golden,psi,var_9,5,2025-01-12 18:00:00,2025-01-13 00:00:00,0 days 06:00:00,0.5017265010736874,1,True,21600.0
6H,golden,psi,var_9,6,2025-01-18 06:00:00,2025-01-18 12:00:00,0 days 06:00:00,0.7136812863434129,1,True,21600.0
6H,golden,psi,var_9,7,2025-01-18 18:00:00,2025-01-20 06:00:00,1 days 12:00:00,0.5608801703724349,6,True,129600.0
6H,golden,wasserstein,var_1,1,2025-01-13 12:00:00,2025-01-16 00:00:00,2 days 12:00:00,0.5441579182093419,10,True,216000.0
6H,golden,wasserstein,var_1,2,2025-01-19 00:00:00,2025-01-20 06:00:00,1 days 06:00:00,0.8112849133512496,5,True,108000.0
6H,golden,wasserstein,var_10,1,2025-01-06 06:00:00,2025-01-09 18:00:00,3 days 12:00:00,1.3562576027649356,14,True,302400.0
6H,golden,wasserstein,var_10,2,2025-01-10 00:00:00,2025-01-10 12:00:00,0 days 12:00:00,0.4287401496380414,2,False,43200.0
6H,golden,wasserstein,var_10,3,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.3924924199736296,1,False,21600.0
6H,golden,wasserstein,var_10,4,2025-01-12 06:00:00,2025-01-14 06:00:00,2 days 00:00:00,0.8209441973148864,8,True,172800.0
6H,golden,wasserstein,var_10,5,2025-01-16 12:00:00,2025-01-17 12:00:00,1 days 00:00:00,0.98226520943684,4,True,86400.0
6H,golden,wasserstein,var_10,6,2025-01-18 06:00:00,2025-01-20 00:00:00,1 days 18:00:00,0.5197965318508553,7,True,151200.0
6H,golden,wasserstein,var_2,1,2025-01-14 18:00:00,2025-01-15 00:00:00,0 days 06:00:00,0.25814034723220464,1,False,21600.0
6H,golden,wasserstein,var_2,2,2025-01-16 00:00:00,2025-01-17 18:00:00,1 days 18:00:00,1.2112051043222567,7,True,151200.0
6H,golden,wasserstein,var_2,3,2025-01-18 00:00:00,2025-01-18 06:00:00,0 days 06:00:00,0.4403833041817387,1,False,21600.0
6H,golden,wasserstein,var_3,1,2025-01-15 18:00:00,2025-01-19 00:00:00,3 days 06:00:00,0.5369500332307491,13,True,280800.0
6H,golden,wasserstein,var_3,2,2025-01-19 06:00:00,2025-01-20 18:00:00,1 days 12:00:00,0.8222960402558805,6,True,129600.0
6H,golden,wasserstein,var_4,1,2025-01-10 18:00:00,2025-01-13 12:00:00,2 days 18:00:00,1.0234297614645933,11,True,237600.0
6H,golden,wasserstein,var_4,2,2025-01-14 00:00:00,2025-01-14 06:00:00,0 days 06:00:00,0.26374830154341194,1,False,21600.0
6H,golden,wasserstein,var_4,3,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.2949467212687489,1,False,21600.0
6H,golden,wasserstein,var_4,4,2025-01-15 18:00:00,2025-01-16 18:00:00,1 days 00:00:00,1.1085227747786346,4,False,86400.0
6H,golden,wasserstein,var_4,5,2025-01-17 12:00:00,2025-01-18 18:00:00,1 days 06:00:00,1.8277122882617476,5,True,108000.0
6H,golden,wasserstein,var_4,6,2025-01-19 06:00:00,2025-01-20 06:00:00,1 days 00:00:00,1.8053948044294041,4,True,86400.0
6H,golden,wasserstein,var_5,1,2025-01-15 18:00:00,2025-01-17 00:00:00,1 days 06:00:00,1.5359733726142442,5,True,108000.0
6H,golden,wasserstein,var_6,1,2025-01-11 06:00:00,2025-01-13 12:00:00,2 days 06:00:00,0.8814269707984842,9,True,194400.0
6H,golden,wasserstein,var_6,2,2025-01-17 12:00:00,2025-01-17 18:00:00,0 days 06:00:00,0.27820116135913725,1,True,21600.0
6H,golden,wasserstein,var_6,3,2025-01-18 00:00:00,2025-01-19 12:00:00,1 days 12:00:00,0.6319703694118155,6,True,129600.0
6H,golden,wasserstein,var_7,1,2025-01-02 12:00:00,2025-01-04 12:00:00,2 days 00:00:00,1.2097669482755267,8,True,172800.0
6H,golden,wasserstein,var_7,2,2025-01-05 06:00:00,2025-01-05 12:00:00,0 days 06:00:00,0.3316316217271381,1,False,21600.0
6H,golden,wasserstein,var_7,3,2025-01-06 06:00:00,2025-01-06 12:00:00,0 days 06:00:00,0.3049601200828669,1,False,21600.0
6H,golden,wasserstein,var_7,4,2025-01-13 06:00:00,2025-01-13 12:00:00,0 days 06:00:00,0.33535542198129353,1,True,21600.0
6H,golden,wasserstein,var_7,5,2025-01-14 12:00:00,2025-01-14 18:00:00,0 days 06:00:00,0.5051436999272815,1,True,21600.0
6H,golden,wasserstein,var_7,6,2025-01-15 12:00:00,2025-01-15 18:00:00,0 days 06:00:00,0.30737695568353596,1,True,21600.0
6H,golden,wasserstein,var_7,7,2025-01-16 06:00:00,2025-01-16 12:00:00,0 days 06:00:00,0.2206508079926653,1,True,21600.0
6H,golden,wasserstein,var_7,8,2025-01-19 12:00:00,2025-01-20 18:00:00,1 days 06:00:00,1.0576835028971523,5,True,108000.0
6H,golden,wasserstein,var_8,1,2025-01-15 12:00:00,2025-01-16 06:00:00,0 days 18:00:00,0.8053618672064063,3,True,64800.0
6H,golden,wasserstein,var_8,2,2025-01-17 12:00:00,2025-01-20 18:00:00,3 days 06:00:00,2.0383059839937427,13,True,280800.0
6H,golden,wasserstein,var_9,1,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.28325759430344555,1,True,21600.0
6H,golden,wasserstein,var_9,2,2025-01-11 12:00:00,2025-01-11 18:00:00,0 days 06:00:00,0.3087131096599,1,True,21600.0
6H,golden,wasserstein,var_9,3,2025-01-12 18:00:00,2025-01-13 00:00:00,0 days 06:00:00,0.36927853458510607,1,True,21600.0
6H,golden,wasserstein,var_9,4,2025-01-16 06:00:00,2025-01-16 12:00:00,0 days 06:00:00,0.23569206658199188,1,False,21600.0
6H,golden,wasserstein,var_9,5,2025-01-16 18:00:00,2025-01-17 00:00:00,0 days 06:00:00,0.2356319444506915,1,False,21600.0
6H,golden,wasserstein,var_9,6,2025-01-17 06:00:00,2025-01-17 12:00:00,0 days 06:00:00,0.24111361876453666,1,False,21600.0
6H,golden,wasserstein,var_9,7,2025-01-18 06:00:00,2025-01-18 12:00:00,0 days 06:00:00,0.39947740847401003,1,True,21600.0
6H,golden,wasserstein,var_9,8,2025-01-19 00:00:00,2025-01-20 06:00:00,1 days 06:00:00,0.36707006798475217,5,True,108000.0
6H,seasonal,ks,var_1,1,2025-01-06 06:00:00,2025-01-06 12:00:00,0 days 06:00:00,0.20904454117750518,1,False,21600.0
6H,seasonal,ks,var_1,2,2025-01-08 12:00:00,2025-01-08 18:00:00,0 days 06:00:00,0.240258541089566,1,False,21600.0
6H,seasonal,ks,var_1,3,2025-01-09 06:00:00,2025-01-09 18:00:00,0 days 12:00:00,0.42022160664819946,2,False,43200.0
6H,seasonal,ks,var_1,4,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.2484764542936288,1,False,21600.0
6H,seasonal,ks,var_1,5,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.37068328716528165,1,False,21600.0
6H,seasonal,ks,var_1,6,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.22820867959372115,1,False,21600.0
6H,seasonal,ks,var_1,7,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.22663896583564175,1,False,21600.0
6H,seasonal,ks,var_1,8,2025-01-12 18:00:00,2025-01-13 06:00:00,0 days 12:00:00,0.4647737765466297,2,False,43200.0
6H,seasonal,ks,var_1,9,2025-01-13 12:00:00,2025-01-20 18:00:00,7 days 06:00:00,1.0,29,True,626400.0
6H,seasonal,ks,var_10,1,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,1.0,57,True,1231200.0
6H,seasonal,ks,var_2,1,2025-01-07 18:00:00,2025-01-08 06:00:00,0 days 12:00:00,0.2628347183748846,2,False,43200.0
6H,seasonal,ks,var_2,2,2025-01-08 12:00:00,2025-01-09 06:00:00,0 days 18:00:00,0.2935826408125577,3,False,64800.0
6H,seasonal,ks,var_2,3,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.2481994459833795,1,False,21600.0
6H,seasonal,ks,var_2,4,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.2061865189289012,1,False,21600.0
6H,seasonal,ks,var_2,5,2025-01-11 00:00:00,2025-01-12 00:00:00,1 days 00:00:00,0.2933979686057248,4,False,86400.0
6H,seasonal,ks,var_2,6,2025-01-12 06:00:00,2025-01-13 06:00:00,1 days 00:00:00,0.5033702677747,4,False,86400.0
6H,seasonal,ks,var_2,7,2025-01-13 18:00:00,2025-01-14 00:00:00,0 days 06:00:00,0.2451061865189289,1,False,21600.0
6H,seasonal,ks,var_2,8,2025-01-14 12:00:00,2025-01-14 18:00:00,0 days 06:00:00,0.21486611265004618,1,False,21600.0
6H,seasonal,ks,var_2,9,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,1.0,19,True,410400.0
6H,seasonal,ks,var_3,1,2025-01-07 18:00:00,2025-01-08 06:00:00,0 days 12:00:00,0.2642197599261311,2,False,43200.0
6H,seasonal,ks,var_3,2,2025-01-08 18:00:00,2025-01-09 06:00:00,0 days 12:00:00,0.27811634349030473,2,False,43200.0
6H,seasonal,ks,var_3,3,2025-01-09 18:00:00,2025-01-10 00:00:00,0 days 06:00:00,0.23162511542012926,1,False,21600.0
6H,seasonal,ks,var_3,4,2025-01-10 12:00:00,2025-01-11 06:00:00,0 days 18:00:00,0.503601108033241,3,False,64800.0
6H,seasonal,ks,var_3,5,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.2131578947368421,1,False,21600.0
6H,seasonal,ks,var_3,6,2025-01-12 12:00:00,2025-01-13 06:00:00,0 days 18:00:00,0.42063711911357343,3,False,64800.0
6H,seasonal,ks,var_3,7,2025-01-14 06:00:00,2025-01-14 18:00:00,0 days 12:00:00,0.4008310249307479,2,False,43200.0
6H,seasonal,ks,var_3,8,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.280724838411819,1,False,21600.0
6H,seasonal,ks,var_3,9,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,1.0,21,True,453600.0
6H,seasonal,ks,var_4,1,2025-01-08 00:00:00,2025-01-08 12:00:00,0 days 12:00:00,0.442382271468144,2,False,43200.0
6H,seasonal,ks,var_4,2,2025-01-08 18:00:00,2025-01-09 06:00:00,0 days 12:00:00,0.37534626038781166,2,False,43200.0
6H,seasonal,ks,var_4,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.2791782086795937,1,False,21600.0
6H,seasonal,ks,var_4,4,2025-01-11 00:00:00,2025-01-20 18:00:00,9 days 18:00:00,1.0,39,True,842400.0
6H,seasonal,ks,var_5,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.21428131732840874,1,False,21600.0
6H,seasonal,ks,var_5,2,2025-01-04 00:00:00,2025-01-04 06:00:00,0 days 06:00:00,0.20261362470503744,1,False,21600.0
6H,seasonal,ks,var_5,3,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.3058633425669437,1,False,21600.0
6H,seasonal,ks,var_5,4,2025-01-08 18:00:00,2025-01-09 06:00:00,0 days 12:00:00,0.24228993536472762,2,False,43200.0
6H,seasonal,ks,var_5,5,2025-01-09 12:00:00,2025-01-11 12:00:00,2 days 00:00:00,0.5922437673130194,8,False,172800.0
6H,seasonal,ks,var_5,6,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.2714219759926131,1,False,21600.0
6H,seasonal,ks,var_5,7,2025-01-13 12:00:00,2025-01-15 00:00:00,1 days 12:00:00,0.33730378578024006,6,False,129600.0
6H,seasonal,ks,var_5,8,2025-01-15 06:00:00,2025-01-20 18:00:00,5 days 12:00:00,1.0,22,True,475200.0
6H,seasonal,ks,var_6,1,2025-01-07 18:00:00,2025-01-08 12:00:00,0 days 18:00:00,0.29593721144967683,3,False,64800.0
6H,seasonal,ks,var_6,2,2025-01-09 12:00:00,2025-01-10 00:00:00,0 days 12:00:00,0.2931209602954755,2,False,43200.0
6H,seasonal,ks,var_6,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.2154201292705448,1,False,21600.0
6H,seasonal,ks,var_6,4,2025-01-11 00:00:00,2025-01-20 18:00:00,9 days 18:00:00,1.0,39,True,842400.0
6H,seasonal,ks,var_7,1,2025-01-02 12:00:00,2025-01-07 00:00:00,4 days 12:00:00,0.7649364639669349,18,True,388800.0
6H,seasonal,ks,var_7,2,2025-01-07 12:00:00,2025-01-09 18:00:00,2 days 06:00:00,0.8586334256694368,9,False,194400.0
6H,seasonal,ks,var_7,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.33702677746999077,1,False,21600.0
6H,seasonal,ks,var_7,4,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.4259926131117267,1,False,21600.0
6H,seasonal,ks,var_7,5,2025-01-12 00:00:00,2025-01-12 12:00:00,0 days 12:00:00,0.43384118190212373,2,False,43200.0
6H,seasonal,ks,var_7,6,2025-01-13 00:00:00,2025-01-20 18:00:00,7 days 18:00:00,1.0,31,True,669600.0
6H,seasonal,ks,var_8,1,2025-01-07 12:00:00,2025-01-08 12:00:00,1 days 00:00:00,0.35660203139427515,4,False,86400.0
6H,seasonal,ks,var_8,2,2025-01-08 18:00:00,2025-01-09 06:00:00,0 days 12:00:00,0.36149584487534625,2,False,43200.0
6H,seasonal,ks,var_8,3,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.22382271468144044,1,False,21600.0
6H,seasonal,ks,var_8,4,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.268005540166205,1,False,21600.0
6H,seasonal,ks,var_8,5,2025-01-10 12:00:00,2025-01-11 06:00:00,0 days 18:00:00,0.2725300092336103,3,False,64800.0
6H,seasonal,ks,var_8,6,2025-01-11 12:00:00,2025-01-12 06:00:00,0 days 18:00:00,0.5566020313942751,3,False,64800.0
6H,seasonal,ks,var_8,7,2025-01-12 18:00:00,2025-01-13 06:00:00,0 days 12:00:00,0.29547553093259465,2,False,43200.0
6H,seasonal,ks,var_8,8,2025-01-13 12:00:00,2025-01-14 00:00:00,0 days 12:00:00,0.3367959372114497,2,False,43200.0
6H,seasonal,ks,var_8,9,2025-01-14 18:00:00,2025-01-15 00:00:00,0 days 06:00:00,0.3481994459833795,1,False,21600.0
6H,seasonal,ks,var_8,10,2025-01-15 06:00:00,2025-01-20 18:00:00,5 days 12:00:00,1.0,22,True,475200.0
6H,seasonal,ks,var_9,1,2025-01-01 06:00:00,2025-01-01 12:00:00,0 days 06:00:00,0.22588488765774084,1,False,21600.0
6H,seasonal,ks,var_9,2,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.22766075459115626,1,False,21600.0
6H,seasonal,ks,var_9,3,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.45586334256694366,1,False,21600.0
6H,seasonal,ks,var_9,4,2025-01-08 12:00:00,2025-01-09 18:00:00,1 days 06:00:00,0.39783010156971377,5,False,108000.0
6H,seasonal,ks,var_9,5,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.2461218836565097,1,False,21600.0
6H,seasonal,ks,var_9,6,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.34053554939981534,1,True,21600.0
6H,seasonal,ks,var_9,7,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,1.0,37,True,799200.0
6H,seasonal,psi,var_1,1,2025-01-08 06:00:00,2025-01-08 12:00:00,0 days 06:00:00,0.36493614581034056,1,False,21600.0
6H,seasonal,psi,var_1,2,2025-01-08 18:00:00,2025-01-09 00:00:00,0 days 06:00:00,0.5155970543543721,1,False,21600.0
6H,seasonal,psi,var_1,3,2025-01-09 06:00:00,2025-01-09 12:00:00,0 days 06:00:00,0.7063135882576935,1,False,21600.0
6H,seasonal,psi,var_1,4,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.3209318200202425,1,False,21600.0
6H,seasonal,psi,var_1,5,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.8524809190471985,1,False,21600.0
6H,seasonal,psi,var_1,6,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.554490445270508,1,False,21600.0
6H,seasonal,psi,var_1,7,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.39264320475169867,1,False,21600.0
6H,seasonal,psi,var_1,8,2025-01-12 18:00:00,2025-01-20 18:00:00,8 days 00:00:00,inf,32,True,691200.0
6H,seasonal,psi,var_10,1,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,inf,57,True,1231200.0
6H,seasonal,psi,var_2,1,2025-01-08 06:00:00,2025-01-09 06:00:00,1 days 00:00:00,0.7802527854162158,4,False,86400.0
6H,seasonal,psi,var_2,2,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.3713431640862337,1,False,21600.0
6H,seasonal,psi,var_2,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.4990012869246807,1,False,21600.0
6H,seasonal,psi,var_2,4,2025-01-11 00:00:00,2025-01-11 12:00:00,0 days 12:00:00,0.3955263860757636,2,False,43200.0
6H,seasonal,psi,var_2,5,2025-01-11 18:00:00,2025-01-12 00:00:00,0 days 06:00:00,0.47929697288976164,1,False,21600.0
6H,seasonal,psi,var_2,6,2025-01-12 06:00:00,2025-01-13 06:00:00,1 days 00:00:00,1.5162756193723774,4,False,86400.0
6H,seasonal,psi,var_2,7,2025-01-13 18:00:00,2025-01-14 06:00:00,0 days 12:00:00,0.3910254652324838,2,False,43200.0
6H,seasonal,psi,var_2,8,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,inf,19,True,410400.0
6H,seasonal,psi,var_3,1,2025-01-07 18:00:00,2025-01-08 06:00:00,0 days 12:00:00,1.6897506799119628,2,False,43200.0
6H,seasonal,psi,var_3,2,2025-01-08 18:00:00,2025-01-09 06:00:00,0 days 12:00:00,0.5726955585347615,2,False,43200.0
6H,seasonal,psi,var_3,3,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.33500669233527364,1,False,21600.0
6H,seasonal,psi,var_3,4,2025-01-10 00:00:00,2025-01-11 00:00:00,1 days 00:00:00,1.401296091245585,4,False,86400.0
6H,seasonal,psi,var_3,5,2025-01-11 18:00:00,2025-01-12 06:00:00,0 days 12:00:00,0.46137656729163506,2,False,43200.0
6H,seasonal,psi,var_3,6,2025-01-12 12:00:00,2025-01-13 06:00:00,0 days 18:00:00,1.7579379802049409,3,False,64800.0
6H,seasonal,psi,var_3,7,2025-01-14 06:00:00,2025-01-14 18:00:00,0 days 12:00:00,0.8722253317600765,2,False,43200.0
6H,seasonal,psi,var_3,8,2025-01-15 00:00:00,2025-01-15 06:00:00,0 days 06:00:00,0.6189210879853624,1,False,21600.0
6H,seasonal,psi,var_3,9,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,inf,21,True,453600.0
6H,seasonal,psi,var_4,1,2025-01-08 00:00:00,2025-01-08 12:00:00,0 days 12:00:00,0.6459030775679906,2,False,43200.0
6H,seasonal,psi,var_4,2,2025-01-08 18:00:00,2025-01-09 12:00:00,0 days 18:00:00,1.8245853942483585,3,False,64800.0
6H,seasonal,psi,var_4,3,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.5375443348361306,1,False,21600.0
6H,seasonal,psi,var_4,4,2025-01-11 00:00:00,2025-01-20 18:00:00,9 days 18:00:00,inf,39,True,842400.0
6H,seasonal,psi,var_5,1,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,0.8349164047142896,1,False,21600.0
6H,seasonal,psi,var_5,2,2025-01-08 12:00:00,2025-01-09 06:00:00,0 days 18:00:00,0.3758564333041457,3,False,64800.0
6H,seasonal,psi,var_5,3,2025-01-09 12:00:00,2025-01-11 12:00:00,2 days 00:00:00,1.3915443934470706,8,False,172800.0
6H,seasonal,psi,var_5,4,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.4337138898865076,1,False,21600.0
6H,seasonal,psi,var_5,5,2025-01-13 18:00:00,2025-01-14 00:00:00,0 days 06:00:00,0.34686791434213926,1,False,21600.0
6H,seasonal,psi,var_5,6,2025-01-14 12:00:00,2025-01-15 00:00:00,0 days 12:00:00,0.4209075367676418,2,False,43200.0
6H,seasonal,psi,var_5,7,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,inf,21,True,453600.0
6H,seasonal,psi,var_6,1,2025-01-07 18:00:00,2025-01-08 18:00:00,1 days 00:00:00,0.7168968953142256,4,False,86400.0
6H,seasonal,psi,var_6,2,2025-01-09 12:00:00,2025-01-10 00:00:00,0 days 12:00:00,0.5285091622284762,2,False,43200.0
6H,seasonal,psi,var_6,3,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.3343150923245864,1,True,21600.0
6H,seasonal,psi,var_6,4,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,inf,37,True,799200.0
6H,seasonal,psi,var_7,1,2025-01-02 12:00:00,2025-01-09 12:00:00,7 days 00:00:00,6.957090111189204,28,True,604800.0
6H,seasonal,psi,var_7,2,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.37481728590376884,1,False,21600.0
6H,seasonal,psi,var_7,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.5026193063801827,1,False,21600.0
6H,seasonal,psi,var_7,4,2025-01-11 00:00:00,2025-01-11 06:00:00,0 days 06:00:00,0.8578814946472016,1,False,21600.0
6H,seasonal,psi,var_7,5,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,1.202235612085474,1,False,21600.0
6H,seasonal,psi,var_7,6,2025-01-13 00:00:00,2025-01-13 12:00:00,0 days 12:00:00,1.36121716351884,2,True,43200.0
6H,seasonal,psi,var_7,7,2025-01-13 18:00:00,2025-01-20 18:00:00,7 days 00:00:00,inf,28,True,604800.0
6H,seasonal,psi,var_8,1,2025-01-07 12:00:00,2025-01-08 12:00:00,1 days 00:00:00,0.6495666163648097,4,False,86400.0
6H,seasonal,psi,var_8,2,2025-01-08 18:00:00,2025-01-09 06:00:00,0 days 12:00:00,0.8785392437737546,2,False,43200.0
6H,seasonal,psi,var_8,3,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.3183680097331456,1,False,21600.0
6H,seasonal,psi,var_8,4,2025-01-10 06:00:00,2025-01-11 06:00:00,1 days 00:00:00,0.7514684137414959,4,False,86400.0
6H,seasonal,psi,var_8,5,2025-01-11 12:00:00,2025-01-12 06:00:00,0 days 18:00:00,0.9763170330995165,3,False,64800.0
6H,seasonal,psi,var_8,6,2025-01-12 18:00:00,2025-01-13 06:00:00,0 days 12:00:00,0.4227278318712909,2,False,43200.0
6H,seasonal,psi,var_8,7,2025-01-13 18:00:00,2025-01-14 00:00:00,0 days 06:00:00,1.678073724959951,1,False,21600.0
6H,seasonal,psi,var_8,8,2025-01-14 12:00:00,2025-01-15 00:00:00,0 days 12:00:00,0.5676579841551085,2,False,43200.0
6H,seasonal,psi,var_8,9,2025-01-15 06:00:00,2025-01-20 18:00:00,5 days 12:00:00,inf,22,True,475200.0
6H,seasonal,psi,var_9,1,2025-01-07 00:00:00,2025-01-07 06:00:00,0 days 06:00:00,0.4133706460210159,1,False,21600.0
6H,seasonal,psi,var_9,2,2025-01-07 18:00:00,2025-01-08 00:00:00,0 days 06:00:00,1.1239640086120037,1,False,21600.0
6H,seasonal,psi,var_9,3,2025-01-08 06:00:00,2025-01-08 12:00:00,0 days 06:00:00,0.3316824810979717,1,False,21600.0
6H,seasonal,psi,var_9,4,2025-01-08 18:00:00,2025-01-09 00:00:00,0 days 06:00:00,0.6488251937881084,1,False,21600.0
6H,seasonal,psi,var_9,5,2025-01-09 12:00:00,2025-01-09 18:00:00,0 days 06:00:00,0.34923840807205186,1,False,21600.0
6H,seasonal,psi,var_9,6,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.35869632632948634,1,False,21600.0
6H,seasonal,psi,var_9,7,2025-01-11 12:00:00,2025-01-20 18:00:00,9 days 06:00:00,inf,37,True,799200.0
6H,seasonal,wasserstein,var_1,1,2025-01-09 06:00:00,2025-01-09 12:00:00,0 days 06:00:00,0.35044344165612457,1,False,21600.0
6H,seasonal,wasserstein,var_1,2,2025-01-10 00:00:00,2025-01-10 06:00:00,0 days 06:00:00,0.2413215201618661,1,False,21600.0
6H,seasonal,wasserstein,var_1,3,2025-01-10 12:00:00,2025-01-10 18:00:00,0 days 06:00:00,0.34796826121045743,1,False,21600.0
6H,seasonal,wasserstein,var_1,4,2025-01-12 00:00:00,2025-01-12 06:00:00,0 days 06:00:00,0.2359094793105876,1,False,21600.0
6H,seasonal,wasserstein,var_1,5,2025-01-12 18:00:00,2025-01-13 06:00:00,0 days 12:00:00,0.46560674827968485,2,False,43200.0
6H,seasonal,wasserstein,var_1,6,2025-01-13 12:00:00,2025-01-20 18:00:00,7 days 06:00:00,3.9397123490188024,29,True,626400.0
6H,seasonal,wasserstein,var_10,1,2025-01-06 12:00:00,2025-01-20 18:00:00,14 days 06:00:00,5.080415926306715,57,True,1231200.0
6H,seasonal,wasserstein,var_2,1,2025-01-08 00:00:00,2025-01-08 06:00:00,0 days 06:00:00,0.2027448955103543,1,False,21600.0
6H,seasonal,wasserstein,var_2,2,2025-01-08 12:00:00,2025-01-09 00:00:00,0 days 12:00:00,0.31628732579641317,2,False,43200.0
6H,seasonal,wasserstein,var_2,3,2025-01-10 06:00:00,2025-01-10 12:00:00,0 days 06:00:00,0.16950084399073945,1,False,21600.0
6H,seasonal,wasserstein,var_2,4,2025-01-11 00:00:00,2025-01-11 12:00:00,0 days 12:00:00,0.33820467639958407,2,False,43200.0
6H,seasonal,wasserstein,var_2,5,2025-01-11 18:00:00,2025-01-12 00:00:00,0 days 06:00:00,0.24905815690378044,1,False,21600.0
6H,seasonal,wasserstein,var_2,6,2025-01-12 06:00:00,2025-01-13 06:00:00,1 days 00:00:00,0.5475252228635036,4,False,86400.0
6H,seasonal,wasserstein,var_2,7,2025-01-16 00:00:00,2025-01-20 18:00:00,4 days 18:00:00,2.7251120185358477,19,True,410400.0
6H,seasonal,wasserstein,var_3,1,2025-01-10 12:00:00,2025-01-11 06:00:00,0 days 18:00:00,0.6438914099232738,3,False,64800.0
6H,seasonal,wasserstein,var_3,2,2025-01-12 12:00:00,2025-01-13 06:00:00,0 days 18:00:00,0.5064606805207729,3,False,64800.0
6H,seasonal,wasserstein,var_3,3,2025-01-14 06:00:00,2025-01-14 18:00:00,0 days 12:00:00,0.4218799459936847,2,False,43200.0
6H,seasonal,wasserstein,var_3,4,2025-01-15 12:00:00,2025-01-20 18:00:00,5 days 06:00:00,3.532323712532193,21,True,453600.0
6H,seasonal,wasserstein,var_4,1,2025-01-08 00:00:00,2025-01-08 12:00:00,0 days 12:00:00,0.43620715285007666,2,False,43200.0
6H,seasonal,wasserstein,var_4,2,2025-01-08 18:00:00,2025-01-09 06:00:00,0 days 12:00:00,0.5512155126411251,2,False,43200.0
